D0,D1,D2,D3=C0,C1,C2,C3
64469,23715,50570,32277,57893,28203,54358
87455,11096,62059,32293,91333,7288,72039
56239,50733,25131,32342,25423,91263,2472
27014,89788,25150,32398,39029,30162,60738
76062,19606,94569,32421,76073,96925,14267
3163,8389,27813,32494,6881,91163,7644
89725,87056,92078,32679,38590,27097,9327
13504,22079,30099,32727,28819,57228,38159
57878,32568,35879,32874,73476,18528,94054
83919,21516,8278,32955,53936,84230,76847
43702,57687,40600,32978,92138,12182,46257
6882,10363,98532,33038,67292,44418,26915
61516,28653,41517,33147,43185,20873,85586
14774,38938,61895,33151,6455,87431,48967
3075,25655,88715,33151,36896,81155,88860
43270,91388,68372,33165,36896,81155,88860
43270,91388,68372,33165,42775,37907,21664
56969,42532,65170,33212,73227,52268,49545
34883,59011,20467,33326,26961,8045,64261
29525,80542,57658,33359,89161,66070,79709
76318,28049,36500,33397,78073,14023,77273
38009,44367,14456,33449,62728,23467,64893
7446,37489,53698,33457,88392,10909,45965
94309,73316,65610,33482,12130,44045,16510
86760,53454,53741,33541,78815,84277,91077
27534,74008,69057,33553,83794,1293,32916
32343,27575,10150,33569,17230,87905,66290
51897,8036,95166,33589,20911,59924,16005
14337,74216,55536,33608,83348,8661,68905
85114,67579,64500,33704,20772,23414,75330
88779,47976,78538,33704,73333,88466,332
15533,22539,51870,33716,74655,36932,15503
43174,51105,84333,33730,19694,42159,63922
97692,23436,63324,33730,16203,38818,53355
66465,19468,21862,33761,22146,94735,47909
84840,6668,45049,33819,8290,44399,40710
86253,58227,80046,33870,73978,43736,36130
69788,63492,42711,33893,52693,91005,64353
23416,30923,14625,33960,57272,4311,74343
53335,92752,3503,34051,95102,49058,22975
89454,73686,16350,34055,22161,75786,26593
33450,57189,46356,34166,11863,18942,27611
27997,80916,66289,34337,51154,96836,47068
94382,50311,16670,34430,9422,57303,46775
46691,63414,29486,34488,30287,84364,56544
58513,52408,89804,34582,25544,46583,18352
95836,59648,3598,34605,71914,41842,5331
95836,59648,3598,34605,80515,66215,10211
75366,47120,36038,34665,37052,81805,66110
97796,38111,50279,34714,49164,3024,37127
91547,90593,98254,34739,11293,70698,81064
91547,90593,98254,34739,72618,86072,51713
91350,69273,47896,34771,65164,10485,31010
91350,69273,47896,34771,57497,91447,78110
12021,55533,55308,34801,27240,56342,9104
86460,75046,46228,35033,99774,93396,14124
33709,44535,51674,35200,90724,46158,60434
65580,54700,69877,35259,43200,63638,8394
57957,47313,32619,35259,34660,39261,10873
44179,62733,35780,35304,68170,55861,55045
23384,23033,52287,35316,93887,68097,93289
54298,89682,64399,35325,60875,72400,41345
39989,65327,8443,35393,55255,35879,37325
52582,14605,5231,35456,43293,66092,82268
77352,29597,96266,35466,1538,84073,30459
51144,31991,49867,35522,9931,50797,78881
24435,61249,95024,35575,48347,11107,74884
21679,65015,30132,35594,10418,54873,61709
2347,37482,19814,35696,35988,37251,94629
30263,51542,38379,35797,47769,96564,14188
88510,94708,52267,35814,93071,76320,40492
88510,94708,52267,35814,39160,12650,47090
96510,96296,50011,35920,82827,75869,61507
88416,51576,94648,35961,49117,88490,62547
64942,53619,59475,36005,94238,70665,23699
64942,53619,59475,36005,90699,61322,22437
96480,64777,36843,36057,94607,50789,13566
70400,19803,77535,36142,59033,50233,25648
24164,73298,38532,36299,47246,27267,54529
75155,23412,85375,36405,88756,30442,90687
35294,73082,77089,36451,5000,26284,7927
66720,5207,90124,36502,58538,16369,79323
95261,48315,60146,36533,65745,8043,76848
72606,71876,91246,36533,82052,49480,70830
68942,68855,94557,36560,38519,58069,7605
58897,18650,96560,36568,80685,66203,3854
41947,30062,55161,36587,4622,35723,30709
10557,83988,77120,36626,59242,37303,16784
52456,78422,35826,36631,30621,28772,16161
686,20679,71275,36774,27619,46225,40786
82559,70304,43406,36785,68618,69033,50329
72272,22814,92315,36862,73356,26169,92106
54105,7669,85895,36896,89619,90420,6974
48667,89024,36230,37092,20089,43279,41333
59243,96138,1501,37097,432,79259,76939
65111,94537,67550,37110,14861,19563,30037
39237,96668,36352,37149,42999,62704,33125
82415,17236,1759,37172,63144,41005,22363
43141,45181,29568,37533,66497,7350,49675
43028,25606,87251,37569,41560,56125,48208
72256,44141,35167,37571,55551,82813,15706
63896,7073,1117,37692,17531,4889,65709
91465,72956,97018,37692,10923,36588,91633
67666,52549,38163,37776,61808,90957,90604
22244,23513,18351,37802,91207,59788,85002
48620,17006,89031,37851,56759,69875,81163
83378,2435,40585,38090,77329,82686,76801
89567,31875,81670,38098,92329,46951,87864
48275,18871,38321,38109,17411,8574,59676
12403,11428,81917,38224,69622,35629,89874
72729,27535,90381,38279,27392,48826,25631
84938,73619,95649,38391,25497,81464,11984
75890,4460,88515,38478,21185,82651,7310
42482,41493,16530,38549,12444,34853,66398
46718,36224,37499,38551,16105,51762,34951
22524,46899,54788,38568,83385,91699,27440
22524,46899,54788,38568,38854,46775,1828
61792,20986,85602,38605,74022,28402,87719
36431,84012,15822,38649,99578,17780,66386
84315,41400,69122,38721,59573,87765,68916
46041,83241,48694,38762,82664,71142,15470
7522,68113,57461,38765,45423,28395,86313
12569,37432,72655,38766,79885,65652,88310
18555,55036,7925,38831,7717,50769,60828
47453,57204,16529,39044,12118,79518,19853
40881,82739,11556,39074,66396,19467,22594
19385,73870,25813,39075,77492,6902,87531
70760,32434,94355,39081,94862,58211,13162
65513,97996,88536,39122,31080,36094,82785
47597,9524,78530,39150,40039,186,39498
4997,57742,27150,39154,71033,54746,73248
17746,57483,59771,39161,26279,79306,74839
16375,34058,6620,39162,44388,76970,12995
87121,72657,81252,39270,56902,71997,25505
4344,41922,80365,39304,52111,36402,127
4344,41922,80365,39304,80723,49955,64652
69038,97646,89636,39365,52902,9360,70549
76028,42779,76075,39386,13168,73061,77934
27882,38232,65739,39410,78536,17600,94486
66503,4584,31842,39420,83979,49322,30469
92711,48252,10066,39421,39396,47494,5138
52044,31644,63115,39447,20937,80781,88670
21463,87423,46756,39447,26601,53407,67745
37537,61723,33052,39465,59573,830,3829
9966,93581,48749,39505,52983,7343,80254
37195,68069,49885,39553,54520,49728,61852
59484,56952,84689,39574,91880,83157,53746
57189,7575,17480,39574,41926,53880,27448
72739,90038,9335,39584,41926,53880,27448
32975,74422,57346,39610,6846,36601,16331
41321,40325,78154,39610,94201,31572,42202
14147,93853,39668,39624,94201,31572,42202
59421,67750,47728,39629,48430,488,4349
88123,49854,98709,39654,82962,31510,13121
81763,96368,94667,39665,46994,16696,9187
90082,47945,17947,39676,47388,94789,75491
23769,95117,89603,39727,12443,66305,25278
55689,52878,22693,39746,15524,86255,45204
62983,93833,82097,39800,37681,6092,51216
97507,91331,15167,39800,95542,48325,13218
16583,40158,44636,39817,97436,20489,43407
84576,55579,69535,39859,9495,66142,2389
90283,7437,24627,40019,11754,85348,87083
34590,58943,65637,40022,64270,13202,55173
53677,94040,19898,40042,46934,12505,86327
34123,13782,17016,40102,75168,52387,46707
24310,53664,35912,40122,64674,41554,66809
63465,58279,39413,40123,72658,64661,53125
68849,61728,36033,40280,82603,84953,65356
79413,48145,8780,40319,37288,4226,53123
71379,37548,75086,40336,46389,83281,65344
89183,1361,96666,40439,26042,89832,1559
47837,41367,16134,40463,88532,41079,89029
59302,53322,38317,40654,97901,21381,95905
22466,2019,70712,40657,46173,53097,20425
27304,71173,32916,40697,39755,43182,96445
31822,40505,58647,40757,31560,595,43845
85724,60810,1139,40779,88679,83041,82713
34620,65557,46777,40779,52788,75611,6123
59465,95698,99290,40884,22389,45728,84904
59465,95698,99290,40884,68201,9967,33983
92628,11481,47104,40913,99817,36888,57737
36357,3154,14859,41002,58680,72420,55226
40912,22643,44660,41004,35201,47300,55243
11025,1348,94323,41101,2446,20013,95
72118,27861,71029,41136,17654,83963,88984
59919,47856,79096,41216,43309,81418,94949
24508,15649,77572,41248,78582,44099,55389
75142,25288,73313,41322,76152,79726,69610
78070,19311,62406,41322,15167,78496,24913
63134,80731,29342,41343,91501,74600,53440
51520,58226,26166,41352,12043,48498,44071
12354,80269,60493,41395,14473,75450,16818
96895,74241,41805,41395,62061,8176,31087
77249,1485,99385,41452,63599,65362,37742
19663,89409,64346,41513,53813,2295,97579
36692,25992,97801,41528,31742,31385,33696
55697,8611,86562,41547,65074,7310,57224
74054,92412,9960,41619,56369,57729,49454
53105,10822,61710,41839,90086,20391,49264
99890,76112,60361,41847,82021,7368,56503
33421,43867,94097,41898,74780,43881,6807
38554,72311,60444,41898,79234,19010,91530
17216,91251,22742,41965,8075,48206,51368
80746,52439,93442,41999,99937,76653,60811
57529,6376,80,42126,45642,91333,19694
2314,41605,60683,42134,59182,29454,34002
15626,91078,71385,42243,35923,19729,40090
80752,7706,50308,42279,94725,96286,76586
79752,83224,65850,42283,33122,37548,48289
3291,36158,12196,42376,14669,13355,68194
72661,83689,92123,42376,86120,8538,44268
4133,52815,83827,42419,26659,50535,20212
62117,88592,32581,42429,70694,6346,37658
20863,91989,44194,42429,3245,53983,76230
88210,48664,23979,42439,44008,41400,79741
79731,27476,98522,42439,62409,30673,9588
85529,91854,21508,42470,33432,8854,20268
89338,66891,5513,42470,89905,69926,40338
71328,80531,49551,42597,2109,44151,35640
90704,69516,83463,42653,90604,82034,58151
29722,99815,41075,42654,32248,77686,42754
29722,99815,41075,42654,24832,5705,46983
81185,79366,55858,42656,2846,10467,69123
90321,30655,28533,42714,79377,15862,60641
21571,95794,86967,42799,79819,12852,72190
72833,74637,29463,42990,41223,30464,276
85390,74214,14141,43022,59820,71806,68969
91052,79966,84131,43065,27689,91240,9981
55050,63704,38621,43082,29212,34603,97846
42599,96337,75278,43082,9156,43544,95288
7628,35641,6520,43149,93692,99908,41741
9580,50392,59073,43195,77237,4861,62120
80767,76258,6766,43239,29734,77221,38734
74387,40517,51111,43253,75252,28876,85180
67727,68610,49804,43312,16926,32120,13251
67727,68610,49804,43312,71394,19133,82779
37933,63935,97025,43342,53595,85156,89046
54992,16091,60459,43381,55352,21145,89633
7383,69155,88951,43407,92275,7838,53807
56775,49664,45895,43427,55932,83305,31632
362,21141,88611,43427,41977,30414,30456
69001,39668,56134,43434,15223,85762,67078
25818,39505,82578,43434,65225,45393,83980
16225,84813,43944,43521,81426,96418,12138
36907,37519,54609,43685,46565,27264,79754
56296,67155,26967,43765,30871,47734,88878
23439,14825,82910,43767,69077,25544,65662
65093,44973,10259,43847,82593,28986,26861
66656,65069,99238,43901,61068,68833,62662
84943,71783,92165,44022,87823,79475,74559
48209,88298,71898,44040,42178,10563,62798
35573,41944,84273,44059,83379,68649,37183
58767,20282,5844,44059,78061,39610,75956
41664,45471,3197,44080,36403,47453,72492
65076,31580,43322,44092,26025,6257,59115
80289,37556,97687,44101,2927,59063,11993
34174,98397,32432,44119,9625,32272,71061
34174,98397,32432,44119,92580,90527,92864
95699,94592,47339,44119,90156,19712,33765
95699,94592,47339,44119,92580,90527,92864
87833,16528,91798,44205,18457,47502,86806
91158,45397,36280,44319,67848,10383,21522
81995,76530,83769,44526,10465,3696,35316
660,67954,53042,44535,94242,99538,67930
73467,82130,59709,44545,72627,56347,42641
63129,45504,31099,44560,34867,45476,86195
24075,36751,81724,44560,31375,46928,43866
34697,35550,77145,44565,31375,46928,43866
2357,64403,88473,44589,77034,81027,97936
18577,70597,36965,44649,78627,33542,68414
38441,40777,58224,44653,23581,6550,28994
35158,13812,25064,44689,75766,82532,80192
79530,59424,57309,44690,38592,9618,86840
84742,56211,64955,44786,82783,84178,66617
53508,80337,28524,44786,43541,64792,51268
88908,3719,36395,44797,51189,38970,84954
6797,66840,54077,44808,64534,73608,76428
76683,81573,22890,44852,82325,22422,72359
41973,28114,26181,44908,78496,26015,4415
41973,28114,26181,44908,49831,50837,92498
40857,6343,80972,45006,4297,18704,90544
48021,15583,65394,45240,18340,68873,75766
84263,63855,76438,45280,36381,78188,11557
60014,67338,39389,45306,63689,76101,38779
27926,36177,75990,45401,73057,74296,95631
73395,80310,32972,45459,30981,52984,35728
69536,59745,13377,45478,40739,39219,68855
99793,21144,83604,45478,26915,43607,21142
74985,41875,89148,45542,52222,2267,1562
84277,15757,9367,45632,97537,15124,69110
19493,3945,98011,45638,69251,41502,54268
73940,10397,41255,45649,67283,4534,13832
36831,45623,45838,45668,82402,68630,32111
87736,89097,21863,45691,25,52910,42030
73279,25551,13097,45693,24281,36485,70628
73279,25551,13097,45693,11513,33298,14835
65622,43992,53671,45696,62074,42833,89158
24626,78460,31506,45700,87840,11800,68697
60064,99525,45879,45974,97031,80774,94773
75442,95930,86668,45974,21101,72864,337
66497,91986,39915,46041,47033,25870,85514
82477,8259,96760,46093,36882,36401,55430
65765,74805,33560,46129,29935,93326,30593
66004,2832,78169,46184,34044,54729,62897
61330,33055,9841,46191,54711,38584,24725
38316,4478,77536,46207,71312,37812,35600
2779,84946,74646,46333,61209,80844,84113
50016,62648,30329,46458,13327,55503,38040
76462,53385,63352,46463,14490,94008,12508
30059,88256,90998,46471,56064,25429,97723
48171,51333,20041,46473,43214,90471,2426
83830,37406,33863,46839,77391,63207,19466
50714,55556,9379,46904,47413,47062,53076
92798,66476,16141,47061,48718,80888,24296
56832,5331,10865,47061,66419,24957,85610
56251,55994,6821,47213,59327,92382,86171
52578,95078,38049,47279,50606,65005,9511
57084,56617,43305,47326,27307,95954,67821
71198,32843,50574,47417,98038,82395,34612
7384,79744,83864,47428,78425,90265,86206
25091,72072,27089,47432,41941,11799,75421
50890,80118,31278,47462,90522,43217,55938
50890,80118,31278,47462,3281,83962,78156
99595,18880,91399,47487,26357,29666,65203
99595,18880,91399,47487,11308,25438,84116
57747,22148,97496,47505,51043,77224,45520
13843,47912,56752,47609,77145,48973,9584
10705,68487,85440,47627,52101,19145,68229
25183,43882,67156,47650,68793,20874,27700
63039,61562,71813,47675,64511,42172,83136
79741,10820,8350,47681,70718,87888,88866
96767,20141,92237,47720,50611,48180,53217
27558,38538,34512,47728,70507,35546,65413
10371,85315,36228,47767,97747,40767,44818
65961,51093,45345,47856,94399,55499,93978
6591,30827,43822,47873,45383,79912,71377
12339,850,46788,47896,16990,55682,88482
17347,65396,72817,47911,75619,37494,83996
49076,41973,72172,48018,81959,84649,45641
96272,23941,85574,48098,3567,29768,89838
6968,77169,85935,48103,98847,49341,96241
6123,93113,50005,48156,38674,38457,98584
98835,10367,28267,48170,19085,95428,30630
2201,45144,52532,48170,29989,33640,35703
47958,55942,25575,48190,72387,38101,37943
33444,59953,3726,48193,41917,19233,14588
67751,45527,7244,48216,36529,24356,63536
55766,45456,20851,48279,78709,12209,63144
34166,54291,99201,48289,46003,14472,88621
34166,54291,99201,48289,8459,36434,37423
34166,54291,99201,48289,61956,40814,43971
63227,51773,82481,48405,91052,93991,15823
9737,22510,2807,48430,47635,91994,2770
32234,27912,66299,48488,86160,11170,87945
42624,18737,23680,48490,2230,91095,4082
46605,29271,81505,48507,16937,2195,93848
94660,17191,73815,48547,64259,54282,56293
90283,11108,48548,48547,83057,80718,30864
99695,3268,80430,48677,61781,6083,84760
83810,39125,74955,48686,35939,91306,45517
95802,34231,87919,48747,72763,97232,35264
32042,14041,93568,48747,46169,52252,6745
61955,44880,68922,48807,23494,42502,97910
61955,44880,68922,48807,96897,4189,81069
59983,82590,44908,48872,3106,10121,76568
9705,54729,28198,48872,5834,99012,43336
58186,57093,99841,48914,68454,77429,8914
70794,68922,96709,48917,80900,59264,14727
28578,90366,78825,48948,62860,5169,39093
28535,76161,13334,48996,78534,95278,56528
14133,20560,74416,49089,74775,40688,95423
2079,17006,35255,49135,91251,47139,80100
71856,11284,11780,49135,45709,16830,78562
65293,64283,73185,49143,45709,16830,78562
78507,63940,5467,49537,70601,66453,16050
63988,93062,17181,50014,42889,72314,70284
80001,73747,18313,50016,38926,67445,61410
77155,25137,70421,50063,86772,95328,18206
31261,31582,95485,50063,45628,92148,49618
10310,67618,98477,50147,2796,57419,84925
51343,4938,75035,50213,43425,74384,40484
1207,72167,87198,50213,3582,55588,81760
39584,95283,80303,50240,61481,92710,57238
99891,72394,83868,50240,75062,91459,28320
7014,87908,53611,50240,75062,91459,28320
80242,7792,44217,50252,75062,91459,28320
30464,73195,54579,50290,90680,21003,52975
39689,36583,68886,50292,23485,87170,15225
21354,5681,72906,50339,73716,79677,29917
49020,727,97330,50464,22220,43991,28478
4515,88464,15371,50507,2532,16543,85662
9031,79989,20243,50510,87800,11361,49126
50938,42987,71154,50515,12642,64935,35506
30537,98624,38001,50588,93464,45588,84064
89495,45249,7266,50594,76498,838,29487
73592,43020,49379,50631,66490,99628,37703
34246,84429,22851,50656,86509,73184,54154
95817,95921,33153,50808,23804,81777,71483
99558,7121,43017,50834,56715,6099,6877
93092,7863,56559,50847,79356,87615,34569
69705,17528,7330,50864,82583,32789,99804
69705,17528,7330,50864,46932,46684,83422
20027,63437,83758,50868,73911,52630,36301
74560,11949,12996,51000,90328,29573,61445
55425,71196,9513,51081,75685,8165,29128
87019,56520,42799,51094,36632,3450,12187
29271,93984,6079,51223,90029,1003,7466
91330,61806,39716,51223,44897,3794,59122
69494,89552,84227,51339,82838,12600,60363
94836,58254,26575,51339,71315,86091,56188
96379,86980,11873,51482,74031,77708,11960
39674,83152,21883,51582,95174,74012,7901
20157,26227,73409,51627,63396,62469,59934
28928,52530,62838,51642,673,76792,77841
39604,88001,46640,51775,5866,74894,78077
78678,72331,19593,52088,8732,75908,85310
24180,88179,42895,52093,7853,78205,42469
3608,5436,19662,52119,12455,36962,9391
2837,6140,4078,52161,57981,87030,46165
87191,80161,62847,52239,99061,56837,14993
41672,60173,43846,52268,99013,61921,47636
36646,74553,74841,52271,19392,58813,87013
88397,59453,53994,52286,35260,57301,36887
88397,59453,53994,52286,49727,92162,94096
20558,48489,1694,52351,24204,38602,15066
7536,18345,45361,52395,29345,56547,79519
40679,1962,71057,52510,31121,1380,90575
8025,183,53093,52520,39176,67302,98909
23283,71630,26729,52593,90873,84035,15600
33403,25568,2014,52826,2932,28488,38097
76739,88948,46225,52969,71361,36319,17463
76739,88948,46225,52969,39899,95554,29420
49408,42495,66365,52997,6771,19988,57247
94059,97658,63410,53101,6827,13828,61582
87174,90009,71789,53173,34496,53481,21074
36413,80643,22714,53173,85650,54917,80433
44195,49543,37332,53173,85650,54917,80433
46486,96954,19153,53266,93496,51088,4257
82064,20766,51725,53318,83012,29728,5919
22830,6743,85570,53394,97970,6512,57038
59624,22083,30977,53431,85014,79893,52760
29416,93249,41105,53465,48990,5636,13026
9399,15776,28739,53506,1230,83495,21471
88923,76852,53296,53517,79942,510,36958
71530,32498,57443,53531,47432,10876,55158
72094,13775,36740,53544,73505,34368,38184
7389,90665,45293,53564,42888,20246,49853
21843,67366,80818,53597,49768,79380,78625
96648,30846,52908,53604,91578,21961,47960
91506,26212,81733,53750,92527,77743,31847
354,64043,47730,53832,95760,28456,60232
22005,26166,76078,53841,94865,49331,95822
61034,53529,85558,53871,75746,99877,32916
49934,54688,88126,54085,43315,65692,83833
59237,54751,26586,54091,4704,94777,58169
59237,54751,26586,54091,47650,78519,61598
57252,51179,86039,54103,85286,40635,80325
50035,37746,77013,54103,3203,3325,7227
19499,72245,49431,54159,75592,6150,65968
33480,43892,86922,54217,1559,17041,63422
88506,80678,94441,54217,43501,48190,99155
42484,7598,43499,54252,84360,41349,31718
7059,78782,17040,54275,37276,74458,44734
66977,58421,9791,54275,80927,82451,25610
71898,50442,48045,54284,32527,31920,35532
40713,18134,2149,54301,36753,33130,34299
84812,95923,40137,54323,60388,93103,26226
53850,29108,42615,54323,44724,28540,28425
84697,82138,56412,54400,66297,90126,66054
22428,33682,31248,54453,36612,26175,94516
32413,13417,74484,54528,95561,21458,4808
88676,91079,71765,54559,80264,13269,70472
88676,91079,71765,54559,14100,90919,83301
35406,73475,54873,54627,28804,24068,93237
90325,1629,83494,55018,9829,74231,52421
82512,61291,6304,55064,74119,45726,31102
98441,24878,65815,55070,80535,84105,16236
39803,20078,45938,55070,71922,30659,98638
60938,78398,77687,55108,44520,77701,28769
41931,77869,58901,55174,17247,43975,13845
26181,75227,71247,55292,90286,66972,41870
86444,30975,7823,55292,59000,77671,54694
41195,38330,2493,55372,88049,53671,9606
95024,43882,6845,55540,15582,42550,82609
50163,4181,79374,55652,17239,35053,882
93428,54620,53701,55735,66722,23068,25406
13831,13683,26304,55735,79290,34037,29826
50832,37935,61079,55738,79290,34037,29826
53340,50997,13232,55836,82913,16112,61964
35998,31773,76342,55900,42413,1945,56071
62856,3960,10889,55910,83050,76050,89901
95106,12019,31148,55937,20962,33460,51983
21879,68745,29478,55937,42754,51700,58461
14958,63900,69091,55961,21001,62634,6582
85189,81395,93117,56043,57200,48952,89630
70159,27558,92496,56115,15999,63173,21584
49698,69877,28748,56191,82894,4417,25101
18946,84114,81190,56309,95036,94465,4852
46140,37519,13655,56373,44992,66668,9443
17303,26646,91944,56385,8386,77104,49612
2118,88298,37368,56385,67966,2340,36991
62524,4922,9732,56427,84219,20382,84996
1241,29789,73572,56479,73541,94404,97645
83130,34377,63994,56531,22953,57810,66994
62088,28139,67921,56543,43628,20484,16116
7675,31129,37940,56623,87037,66516,93935
83123,47392,71359,56624,59017,39195,31598
33886,59084,97894,56692,91399,96895,86880
35555,82456,58741,56749,96782,9211,40465
81872,57967,37065,56749,12247,10256,12729
27613,67040,79126,56765,27785,17552,22886
17787,74835,1437,56836,43555,8966,69422
44780,54338,28949,56909,72472,59713,66481
33319,14990,81493,56913,55414,65247,62099
4746,40282,23715,56947,18025,6533,15649
79823,83012,30873,57061,78945,48146,67818
17012,73642,31048,57155,97599,84761,60657
36466,37887,47043,57202,96859,58147,62128
28179,28117,27324,57266,49458,64609,50125
78596,76130,24266,57361,19949,81047,93009
75085,86322,49284,57432,92271,40109,1945
12005,44805,18229,57504,42507,73385,13104
63490,39325,77971,57555,94722,40457,78505
78681,38539,61111,57585,93725,9315,15730
19124,41934,72121,57730,29592,7481,33260
25192,16667,54777,57832,58394,48292,20859
75209,37265,67689,57887,52015,3537,13241
70898,49288,12694,57956,48551,52917,37461
19917,83323,20265,57988,502,24061,98038
94349,48322,99109,58090,31506,66777,8130
15736,53925,65541,58137,5442,864,44819
69811,72382,58005,58197,183,18766,85715
77,16803,62349,58260,17676,35641,47739
60717,71524,72826,58314,2564,22659,41118
71528,31091,17317,58498,81972,54721,76525
98306,60626,38492,58597,85206,3370,15001
89794,86111,4152,58669,48948,17418,5872
21500,15447,11913,58674,97518,65284,51959
65110,75519,75496,58707,33954,23642,91813
537,64526,80035,58772,27232,70100,6340
77494,11060,75318,58894,98157,76829,69099
90430,42946,23759,58983,10955,60012,47793
90185,95704,42748,58998,77126,84112,63933
49798,47056,65933,59177,81117,21278,43871
20526,79866,20269,59186,70600,16008,40613
20526,79866,20269,59186,46839,4766,76408
66271,34594,41302,59208,10742,30229,37489
94964,76124,7342,59238,13005,12465,4267
24632,25347,93602,59286,10494,16468,61989
28132,74652,46276,59343,56401,8859,29253
19224,59599,15383,59344,90769,99885,58286
83813,88027,41748,59492,52207,17948,73190
31570,97122,5784,59530,77357,58667,27751
2013,26294,39488,59531,25090,46300,88819
47568,72585,44143,59563,12812,75843,13773
28151,10874,11757,59591,61318,1105,70357
59434,32980,77310,59633,16764,28907,38938
57818,8334,60182,59636,68412,38986,83139
70255,33827,66569,59705,12265,35065,65003
70255,33827,66569,59705,69396,70009,98439
77153,6326,16415,59717,57482,1129,39712
65761,81565,98420,59794,1408,58716,72111
56401,73601,65161,59831,77938,94743,76943
41688,38685,10722,59836,47006,3913,74232
39187,42181,76397,59964,52734,60632,18494
95153,14139,75212,60030,88894,15102,31555
70595,29000,29649,60120,22366,46043,38788
14968,56439,2694,60221,79782,63227,55980
88922,1417,18643,60242,77504,70468,24188
69751,44728,27855,60322,48814,93572,91066
95612,45164,12035,60344,33611,21678,2125
26931,14520,51161,60372,59231,76667,92345
1577,12358,28094,60402,52996,34199,15412
21976,58494,72645,60435,82634,47813,43729
53356,10438,46876,60442,76220,93156,44026
85328,19883,42349,60551,26710,26289,64080
40209,46948,93708,60551,66732,17708,67431
22335,39779,6635,60596,93558,52932,24666
60010,17975,34192,60596,75090,80401,31055
30407,28308,37488,60687,87594,79114,58380
89446,98573,6368,60713,65720,97665,11039
1841,99709,7701,60777,31227,41078,4160
28868,5356,34519,60864,24538,19952,5787
74003,32581,63714,60873,17810,4854,27564
24390,33381,20179,60877,46575,27812,55974
17291,25226,66522,60877,28129,5823,29744
64093,97484,42118,60965,28711,96990,747
25198,5099,71298,60992,45302,53499,37839
81969,27919,82974,61056,44401,69555,55629
80611,57411,53044,61072,55136,40376,652
14741,14268,73149,61393,96577,56997,69147
83583,1512,2027,61424,67440,65274,27081
13850,58251,11383,61477,5250,81794,84227
84204,69006,84058,61560,52200,9103,2679
11497,76874,22353,61636,79059,66943,32861
69990,11347,16973,61750,53536,23871,10891
96352,80260,65538,61755,10120,97099,53135
1942,57561,44733,61860,10917,88833,13030
50715,44047,35611,61887,11850,34904,1878
886,82778,81432,62009,28826,26356,9777
25114,74463,7795,62030,48020,72218,1148
80142,71003,45186,62086,49237,16044,19994
25321,85252,94204,62204,39815,85540,20295
32419,3396,76545,62233,55819,16401,89758
6043,96664,40013,62516,26014,49807,46861
90679,47822,84608,62649,96950,9803,84248
54798,29638,1916,62706,36390,78201,82719
45711,26512,95839,62751,69640,26561,75044
33142,46056,23727,62808,43072,98313,29935
60776,17151,56728,62886,43393,70944,67302
78219,12225,36420,62959,99722,87779,59834
97425,89957,26068,62962,2649,16149,76997
60166,59150,82351,63024,85645,9921,20524
82490,46428,82418,63024,37503,64369,99240
18970,22428,94565,63096,97512,32627,60444
33490,34636,64945,63110,79149,57441,44159
45959,64454,98204,63198,84755,84657,33101
29238,68043,11029,63217,43126,4729,39989
23098,52537,80422,63227,36081,64395,5250
79586,34948,58124,63271,32694,41890,66152
50641,19789,98332,63277,65456,42129,79790
43204,53297,96737,63359,74789,94504,89964
15243,38523,90416,63373,59621,22813,74353
89123,64268,92220,63413,44030,40611,38944
83739,38344,94505,63456,83802,84346,77099
92705,18853,38449,63537,44124,85322,83628
40661,23574,737,63674,71921,9289,91066
49020,57742,31177,63698,75836,27732,49837
90847,60863,92633,63708,41740,86819,70556
21368,47432,88859,63709,19872,97285,25194
50249,55757,36738,63846,19227,90853,76507
19466,95310,25798,63907,35741,83661,26019
99014,63264,69282,63923,73432,94698,60779
3657,93664,78043,63961,36242,20446,58035
26268,69072,37087,64117,63307,15620,33298
3473,60106,49991,64161,3377,69874,47043
29103,17780,83276,64161,44820,89139,99491
97954,50933,79463,64265,45410,36305,84286
59579,45994,60289,64368,27334,30691,52405
4181,73427,90601,64468,18160,38884,91789
4181,73427,90601,64468,65403,53355,16677
77135,39127,73273,64512,98712,58281,96978
29310,82423,25859,64563,3341,63182,30927
26291,17168,37407,64637,5530,19840,27374
95529,23574,74683,64765,87718,91400,48027
34710,68197,75553,64802,87052,13729,29784
64135,27516,47650,64832,52840,26183,59264
1869,65579,88668,64876,20826,77327,3438
69483,17057,9184,65248,78384,32619,40235
28108,42965,31673,65249,639,58584,48562
40354,55062,83072,65296,37647,39435,14170
85235,14912,56577,65296,51870,511,1753
72217,45433,4879,65313,17406,43249,38301
460,16061,69446,65313,41184,14205,80635
40007,31073,67000,65373,15805,30920,40178
83507,75491,65615,65382,91321,483,49316
66621,20994,22623,65640,75727,77637,88066
9225,51309,32866,65667,71458,21407,30410
12956,31870,8547,65667,85022,48095,85039
21709,50464,97965,65680,85022,48095,85039
18498,28889,32723,65853,64767,81027,30322
7901,73554,39424,65863,18156,58253,91087
99219,55391,90438,65929,4651,27921,1067
99219,55391,90438,65929,33804,56049,4821
66866,1481,27870,65929,27892,56044,78791
66866,1481,27870,65929,33804,56049,4821
